,date,email_opened,response,treatment_group_key,UUID_hash2
5157,2017-11-26,1.0,1,t1,7109059970406845885
5158,2017-11-24,1.0,1,t9,9159114565363680588
5159,2017-11-22,1.0,1,t6,-384699167185873669
5160,2017-11-26,1.0,1,t10,6272261106362839183
5161,2017-11-23,1.0,1,t8,-1513364282413525309
5162,2017-11-24,0.0,0,t3,243082841326928361
5163,2017-11-26,1.0,1,t5,-3126922188546487815
5164,2017-11-26,1.0,1,t4,5641398849587094479
5165,2017-11-26,0.0,0,t6,4641284084030768460
5166,2017-11-25,0.0,0,t3,-4245321041101565436
5167,2017-11-25,0.0,0,t3,4250228505294163356
5168,2017-11-24,0.0,0,t8,-563214495278056209
5169,2017-11-25,1.0,1,t4,-4944867926030657190
5170,2017-11-24,1.0,1,t3,-8551950764933497494
5171,2017-11-23,0.0,0,t9,491009079535438524
5172,2017-11-26,1.0,1,t4,7613780634401519114
5173,2017-11-22,1.0,1,t8,7053546509501123083
5174,2017-11-24,1.0,1,t8,4197746597903013502
5175,2017-11-25,0.0,0,t8,-3915405874475679853
5176,2017-11-25,0.0,0,t8,-6428320583566777353
5177,2017-11-24,1.0,1,t9,-5650728434065936072
5178,2017-11-25,0.0,0,t1,-3074354470158058089
5179,2017-11-24,0.0,0,t6,5128914664369580576
5180,2017-11-24,0.0,0,t1,-7200390785214793681
5181,2017-11-23,1.0,1,t5,3573621830485455324
5182,2017-11-24,1.0,1,t3,-9150273085468098247
5183,2017-11-23,1.0,1,t5,9127315445781713572
5184,2017-11-25,0.0,0,t9,50522571986503453
5185,2017-11-26,0.0,0,t5,-1099244311048893536
5186,2017-11-23,0.0,0,t10,919737056070012588
5187,2017-11-25,1.0,1,t9,7401471447620691799
5188,2017-11-26,0.0,0,t2,-4324588650320502570
5189,2017-11-25,0.0,0,t1,-621418838460883853
5190,2017-11-24,0.0,0,t6,970475648487607512
5191,2017-11-22,0.0,0,t4,2593371397068841387
5192,2017-11-26,0.0,0,t7,8078689654473792039
5193,2017-11-26,1.0,1,t5,-1639664609589716769
5194,2017-11-23,0.0,0,t7,-1388975062275615480
5195,2017-11-22,0.0,0,t2,2186570818558483467
5196,2017-11-26,0.0,0,t7,2627248874940764583
5197,2017-11-25,0.0,0,t1,-6390087450445142342
5198,2017-11-26,0.0,0,t8,7463213556036574061
5199,2017-11-25,0.0,0,t4,2879289505239318127
5200,2017-11-26,1.0,1,t8,-5165700914738017177
5201,2017-11-24,0.0,0,t1,797081695927352414
5202,2017-11-24,0.0,0,t9,-7929366161978482611
5203,2017-11-26,1.0,1,t6,-7957002903560636584
5204,2017-11-24,1.0,1,t7,6945336911549344292
5205,2017-11-23,1.0,1,t2,-1031159191499875389
5206,2017-11-26,0.0,0,t5,-2641019279515461770
5207,2017-11-24,0.0,0,t5,2430612217921099402
5208,2017-11-25,1.0,1,t3,-4188669815130981806
5209,2017-11-25,0.0,0,t4,8648975196505572947
5210,2017-11-26,1.0,1,t10,-7549800259412348809
5211,2017-11-24,0.0,0,t7,6407303047672183001
5212,2017-11-24,1.0,1,t1,1258244892939499310
5213,2017-11-26,1.0,1,t9,-575009835625801246
5214,2017-11-26,1.0,1,t8,2424531756328475457
5215,2017-11-24,0.0,0,t3,6617640438091195027
5216,2017-11-25,0.0,0,t6,3257618010804822304
5217,2017-11-22,0.0,0,t5,-6265332308960248875
5218,2017-11-26,0.0,0,t6,7696919892585079354
5219,2017-11-25,0.0,0,t4,-5584447995965375894
5220,2017-11-25,0.0,0,t7,-2592516315513168365
5221,2017-11-24,0.0,0,t4,7739899776294549311
5222,2017-11-25,0.0,0,t10,3102827683967411493
5223,2017-11-22,0.0,0,t7,7746784376738737050
5224,2017-11-24,1.0,1,t6,-4557556397595293007
5225,2017-11-25,1.0,1,t10,367805843110611151
5226,2017-11-23,0.0,0,t8,-7994949376765123446
5227,2017-11-25,0.0,0,t10,-4426733875979188219
5228,2017-11-25,0.0,0,t9,-703909908228212040
5229,2017-11-26,0.0,0,t5,-2564865893149484737
5230,2017-11-23,1.0,1,t1,-1573914426562068981
5231,2017-11-24,0.0,0,t7,7684030085597645562
5232,2017-11-24,1.0,1,t3,8967742497250428445
5233,2017-11-26,1.0,1,t7,8192541814924496050
5234,2017-11-25,1.0,1,t9,-357101941358631461
5235,2017-11-25,0.0,0,t5,8244869757565036082
5236,2017-11-24,0.0,0,t2,123828177240908711
5237,2017-11-22,1.0,1,t4,1837421940294153853
5238,2017-11-25,1.0,1,t10,5077129278867765200
5239,2017-11-25,0.0,0,t1,1559416450540779749
5240,2017-11-22,0.0,0,t5,-3064005420540924486
5241,2017-11-24,0.0,0,t10,-8635874749046427957
5242,2017-11-23,1.0,1,t7,-7798368304526996669
5243,2017-11-26,0.0,0,t1,6905352833526424333
5244,2017-11-25,0.0,0,t7,4231497996044154586
5245,2017-11-23,1.0,1,t5,1180618397356671322
5246,2017-11-25,0.0,0,t2,7403823095059035776
5247,2017-11-25,1.0,1,t6,-3555356407105578372
5248,2017-11-26,0.0,0,t2,3153582326699223698
5249,2017-11-25,0.0,0,t8,-5095363263314560199
5250,2017-11-25,0.0,0,t5,-8517498065326928700
5251,2017-11-24,1.0,1,t5,-1440245125239948733
5252,2017-11-23,1.0,1,t9,4190089540922270508
5253,2017-11-23,0.0,0,t6,-1079950263424847138
5254,2017-11-25,0.0,0,t7,-9196310743827602451
5255,2017-11-23,0.0,0,t10,-6111209917395784010
5256,2017-11-26,0.0,0,t8,-4540343032750649667
5257,2017-11-25,1.0,1,t9,-453330284015843601
5258,2017-11-26,0.0,0,t5,-1240467729266139581
5259,2017-11-26,0.0,0,t3,5024104302237132482
5260,2017-11-23,0.0,0,t4,-5654646253321686962
5261,2017-11-24,0.0,0,t10,-9097422016590480292
5262,2017-11-24,0.0,0,t4,3438995164439770985
5263,2017-11-26,0.0,0,t5,6099408563366592187
5264,2017-11-24,0.0,0,t4,-7905699022054129838
5265,2017-11-23,0.0,0,t8,-4348835210606853371
5266,2017-11-26,0.0,0,t3,-8743700231404216714
5267,2017-11-26,0.0,0,t2,1983869708869757026
5268,2017-11-22,0.0,0,t7,736709894050311138
5269,2017-11-24,0.0,0,t6,-5330880646593505266
5270,2017-11-26,0.0,0,t2,-3664337417474693095
5271,2017-11-26,0.0,0,t2,432169734500192842
5272,2017-11-25,0.0,0,t5,-8325754227076023765
5273,2017-11-22,1.0,1,t5,7242731379436300345
5274,2017-11-25,0.0,0,t8,-360550494850632658
5275,2017-11-23,0.0,0,t3,-2203100579122127057
5276,2017-11-25,1.0,1,t9,-6532495075132500139
5277,2017-11-25,0.0,0,t5,-2135251856616010420
5278,2017-11-24,0.0,0,t4,7700281692661167904
5279,2017-11-25,1.0,1,t2,-3508433424857386936
5280,2017-11-25,0.0,0,t7,-6506650738420580919
5281,2017-11-25,0.0,0,t3,-7916246538877060219
5282,2017-11-26,0.0,0,t1,-167976826042025663
5283,2017-11-26,1.0,1,t2,-388520480553004441
5284,2017-11-25,0.0,0,t4,-8982693523927845104
5285,2017-11-22,1.0,1,t2,-1328775458478964636
5286,2017-11-23,0.0,0,t7,-577997357773902942
5287,2017-11-26,1.0,1,t4,-5408265929406059776
5288,2017-11-22,0.0,0,t3,-6239199224520649304
5289,2017-11-23,0.0,0,t9,4283357071889475070
5290,2017-11-24,0.0,0,t3,-2447425865641853985
5291,2017-11-25,0.0,0,t9,-2163856593894393403
5292,2017-11-25,0.0,0,t8,4753431542945195909
5293,2017-11-23,0.0,0,t1,8726329144419015275
5294,2017-11-22,0.0,0,t6,-3153047789437981880
5295,2017-11-24,1.0,1,t7,4650108599372879884
5296,2017-11-24,0.0,0,t3,949295433396614517
5297,2017-11-23,0.0,0,t9,5428893925138830660
5298,2017-11-24,1.0,1,t4,1342987886159913302
5299,2017-11-26,1.0,1,t2,-799202398146772401
5300,2017-11-23,0.0,0,t2,-4066824059193532423
5301,2017-11-25,0.0,0,t9,4984519654731911809
5302,2017-11-22,0.0,0,t10,-2021627386825040146
5303,2017-11-26,0.0,0,t5,-6767789631404319722
5304,2017-11-25,0.0,0,t7,1213834668049596026
5305,2017-11-26,0.0,0,t6,-2669538460769159472
5306,2017-11-22,1.0,1,t9,5827663987751311070
5307,2017-11-24,0.0,0,t8,4644202404585991775
5308,2017-11-22,0.0,0,t10,-7758387212807897712
5309,2017-11-26,1.0,1,t7,-3734372464892639342
5310,2017-11-26,1.0,1,t6,-5920491758818860619
5311,2017-11-24,0.0,0,t7,7978319988353948809
5312,2017-11-26,1.0,1,t1,-5312293270736780350
5313,2017-11-26,0.0,0,t5,6395566900293943741
5314,2017-11-25,1.0,1,t10,5011113619194889144
5315,2017-11-26,0.0,0,t1,-3070364092252234690
5316,2017-11-26,0.0,0,t6,8646280272246650062
5317,2017-11-25,0.0,0,t6,-822094709653555091
5318,2017-11-26,1.0,1,t5,-5978363980019584185
5319,2017-11-23,1.0,1,t1,7806001314033402184
5320,2017-11-23,0.0,0,t3,1177036862965343063
5321,2017-11-25,0.0,0,t1,-1156670674066752212
5322,2017-11-24,0.0,0,t10,838064575570743948
5323,2017-11-26,0.0,0,t4,4312281303428871342
5324,2017-11-23,0.0,0,t1,-6920589871162516017
5325,2017-11-23,0.0,0,t7,-9009476376284319144
5326,2017-11-24,1.0,1,t8,-3319945043794239300
5327,2017-11-26,0.0,0,t4,2914875805532632957
5328,2017-11-26,0.0,0,t7,4499954934192985637
5329,2017-11-24,1.0,1,t6,2832543248199778700
5330,2017-11-26,0.0,0,t7,-3545029362366836664
5331,2017-11-24,1.0,1,t7,6826534030860698809
5332,2017-11-25,1.0,1,t3,-6076706434480438937
5333,2017-11-23,0.0,0,t3,8440325361758423381
5334,2017-11-25,1.0,1,t8,-8140139096856966733
5335,2017-11-26,0.0,0,t6,-2744442319291081408
5336,2017-11-26,0.0,0,t3,9163524394940539455
5337,2017-11-26,0.0,0,t2,1092929907406817367
5338,2017-11-23,0.0,0,t1,-9007367778686806597
5339,2017-11-22,0.0,0,t10,7247797334046606537
5340,2017-11-25,0.0,0,t8,4553165690797122987
5341,2017-11-24,0.0,0,t5,-6001632040615589157
5342,2017-11-25,0.0,0,t1,5440282107218485506
5343,2017-11-23,0.0,0,t8,-3918281716834309438
5344,2017-11-26,0.0,0,t3,-8147148339109301462
5345,2017-11-26,0.0,0,t1,1532289248469712623
5346,2017-11-24,0.0,0,t3,1559933605493093960
5347,2017-11-25,0.0,0,t8,-393251484694764675
5348,2017-11-25,0.0,0,t9,-3062428609506442544
5349,2017-11-25,0.0,0,t4,2778151509874802742
5350,2017-11-25,1.0,1,t1,8347997403055597874
5351,2017-11-25,1.0,1,t8,8307796531828577490
5352,2017-11-25,0.0,0,t5,1915694051246814694
5353,2017-11-23,0.0,0,t8,-6503491932751686168
5354,2017-11-26,0.0,0,t6,6842686984968482380
5355,2017-11-24,0.0,0,t7,5941854293476205777
5356,2017-11-25,0.0,0,t6,-6287337600769315700
5357,2017-11-26,0.0,0,t2,-5051636475423065277
5358,2017-11-23,1.0,1,t3,-8221863913623277532
5359,2017-11-26,1.0,1,t2,4926260655400816478
5360,2017-11-25,0.0,0,t1,-8722359693354034603
5361,2017-11-26,0.0,0,t6,1355143239702173765
5362,2017-11-23,1.0,1,t7,5331323065572275088
5363,2017-11-23,0.0,0,t4,-95548188240016361
5364,2017-11-26,0.0,0,t8,1782572345441138897
5365,2017-11-25,0.0,0,t9,-2939350122853624072
5366,2017-11-25,0.0,0,t9,6884759353816981634
5367,2017-11-26,1.0,1,t6,1595156125777103677
5368,2017-11-26,0.0,0,t5,-3764697855358260219
5369,2017-11-25,0.0,0,t3,-843953323717330454
5370,2017-11-25,1.0,1,t2,-198624879883366213
5371,2017-11-24,0.0,0,t9,-7530837033183720591
5372,2017-11-22,0.0,0,t6,-1692303491052679646
5373,2017-11-26,1.0,1,t7,7089941092529661330
5374,2017-11-24,0.0,0,t6,7524619394505682883
5375,2017-11-25,0.0,0,t10,-2997964013729287883
5376,2017-11-25,0.0,0,t10,2725431563025238677
5377,2017-11-24,1.0,1,t8,9093575384508725572
5378,2017-11-25,1.0,1,t2,7272546268828140257
5379,2017-11-25,0.0,0,t9,-8222307731413031397
5380,2017-11-22,1.0,1,t10,2184102240763735765
5381,2017-11-23,0.0,0,t3,-7110886877761316304
5382,2017-11-24,0.0,0,t2,7466467782527935135
5383,2017-11-23,0.0,0,t9,2825948597278940468
5384,2017-11-25,0.0,0,t4,-8787201140531313621
5385,2017-11-26,0.0,0,t7,-3441464723629190785
5386,2017-11-24,1.0,1,t9,-5733672532277641070
5387,2017-11-22,0.0,0,t6,548525736656854648
5388,2017-11-25,0.0,0,t5,-3338217753238547932
5389,2017-11-22,0.0,0,t8,816179585996641317
5390,2017-11-23,1.0,1,t7,-3795879080686001912
5391,2017-11-23,0.0,0,t5,7062343585536596285
5392,2017-11-24,0.0,0,t5,-5469873240719887788
5393,2017-11-25,0.0,0,t9,2334243984636246453
5394,2017-11-24,1.0,1,t2,1226811909654487417
5395,2017-11-22,1.0,1,t4,-932404620314789384
5396,2017-11-23,0.0,0,t8,3590014003577973775
5397,2017-11-25,0.0,0,t10,-2435390927445134966
5398,2017-11-25,0.0,0,t1,2265910123818205920
5399,2017-11-24,0.0,0,t9,-3407815967040550367
5400,2017-11-26,0.0,0,t3,2946477979138394390
5401,2017-11-25,0.0,0,t9,5712727269485506700
5402,2017-11-25,1.0,1,t6,-599823272938493763
5403,2017-11-26,1.0,1,t5,2474350396216020766
5404,2017-11-24,0.0,0,t8,-6609920707921227073
5405,2017-11-25,0.0,0,t4,8904799760143824410
5406,2017-11-22,0.0,0,t1,-8375590622329796028
5407,2017-11-24,1.0,1,t8,-3631525536531672837
5408,2017-11-23,0.0,0,t2,-7276943556929009457
5409,2017-11-25,0.0,0,t9,6483644262387318520
5410,2017-11-22,0.0,0,t10,-225432811015247997
5411,2017-11-23,0.0,0,t7,6908159538160872139
5412,2017-11-25,0.0,0,t3,-6818886757960133920
5413,2017-11-22,0.0,0,t6,-9156838299402077018
5414,2017-11-25,0.0,0,t3,6096052847965584417
5415,2017-11-24,0.0,0,t4,6032641813948692699
5416,2017-11-25,1.0,1,t3,1311786073024068986
5417,2017-11-25,1.0,1,t3,-2978810645846455295
5418,2017-11-26,0.0,0,t7,4504659955346936356
5419,2017-11-23,0.0,0,t6,717124486318295259
5420,2017-11-22,1.0,1,t1,-400755195033775682
5421,2017-11-24,0.0,0,t1,1060957552553184485
5422,2017-11-24,1.0,1,t10,6900806041929804490
5423,2017-11-26,1.0,1,t10,1730543748407410416
5424,2017-11-26,1.0,1,t2,-1387057739118606578
5425,2017-11-26,0.0,0,t1,4399721105157643728
5426,2017-11-26,0.0,0,t4,-868234336675662334
5427,2017-11-24,0.0,0,t4,-7432255888328522373
5428,2017-11-24,0.0,0,t7,-4345933353286067622
5429,2017-11-25,1.0,1,t8,6875544301867445413
5430,2017-11-25,0.0,0,t3,-4088705426735645699
5431,2017-11-26,0.0,0,t6,-2574966866146316228
5432,2017-11-24,1.0,1,t10,-3159645449982289596
5433,2017-11-25,0.0,0,t4,5832765299513517477
5434,2017-11-26,1.0,1,t1,-8771961478236689764
5435,2017-11-25,0.0,0,t10,3151221307554161250
5436,2017-11-25,0.0,0,t5,-608082307906225877
5437,2017-11-24,0.0,0,t10,2504855885938829297
5438,2017-11-24,0.0,0,t10,5219309222508301091
5439,2017-11-25,0.0,0,t6,7225724983093233067
5440,2017-11-24,0.0,0,t6,7737923784548621085
5441,2017-11-26,0.0,0,t7,3766244896938678352
5442,2017-11-24,1.0,1,t8,-8359685254947110966
5443,2017-11-26,0.0,0,t10,-6331855965470669546
5444,2017-11-22,0.0,0,t4,-1360371445186634848
5445,2017-11-24,0.0,0,t5,380999723023964155
5446,2017-11-24,0.0,0,t10,2437442637735200541
5447,2017-11-26,0.0,0,t6,2339264425590598829
5448,2017-11-23,0.0,0,t9,5177866491161297315
5449,2017-11-23,0.0,0,t2,-5114265535624567250
5450,2017-11-24,0.0,0,t5,-2875723512120337147
5451,2017-11-25,0.0,0,t1,3140244016708515062
5452,2017-11-23,1.0,1,t1,-7841523736526300998
5453,2017-11-26,0.0,0,t3,-2811157683844919832
5454,2017-11-26,0.0,0,t6,1066797183774488310
5455,2017-11-25,1.0,1,t7,4566009465788541619
5456,2017-11-25,1.0,1,t8,-8642096487403487319
5457,2017-11-25,0.0,0,t2,4485250655581877885
5458,2017-11-26,1.0,1,t8,-7983911138888063005
5459,2017-11-26,0.0,0,t4,4659113886809754369
5460,2017-11-26,1.0,1,t10,9213639091210033286
5461,2017-11-25,0.0,0,t1,381576823474482023
5462,2017-11-23,0.0,0,t10,-9019488821427349607
5463,2017-11-22,0.0,0,t6,8288967618307791290
5464,2017-11-26,0.0,0,t1,-7715229187327553411
5465,2017-11-26,0.0,0,t10,-3819997344794769096
5466,2017-11-24,0.0,0,t6,-2884570306487330131
5467,2017-11-24,0.0,0,t6,-6948245822670869137
5468,2017-11-22,1.0,1,t3,-6077300399434912941
5469,2017-11-23,0.0,0,t3,-2670099502080993403
5470,2017-11-26,0.0,0,t7,1218713508433056697
5471,2017-11-23,0.0,0,t6,-2740815651674444011
5472,2017-11-26,0.0,0,t3,4424362947360460811
5473,2017-11-26,0.0,0,t8,2195352095819750537
5474,2017-11-25,0.0,0,t2,-7518416641149519991
5475,2017-11-26,1.0,1,t1,-251104094989380646
5476,2017-11-25,1.0,1,t6,-2265722357122619728
5477,2017-11-25,0.0,0,t1,-3642442462118978209
5478,2017-11-22,0.0,0,t7,-2549036255633439934
5479,2017-11-24,0.0,0,t10,1889159475800797128
5480,2017-11-24,0.0,0,t8,6653884142414275484
5481,2017-11-26,0.0,0,t5,-6773242476248148764
5482,2017-11-26,0.0,0,t2,3797880173636516005
5483,2017-11-25,1.0,1,t1,-2357526235936709740
5484,2017-11-22,0.0,0,t7,6111264088055530156
5485,2017-11-26,0.0,0,t5,-7247799694669580278
5486,2017-11-25,1.0,1,t10,-8084117066264355795
5487,2017-11-24,0.0,0,t2,4310051549124604123
5488,2017-11-26,0.0,0,t8,6381872709204717406
5489,2017-11-25,0.0,0,t10,4219866759537464233
5490,2017-11-25,0.0,0,t9,622119630291511763
5491,2017-11-25,0.0,0,t8,4928442918994797381
5492,2017-11-22,0.0,0,t10,260751156929359630
5493,2017-11-22,1.0,1,t1,116901492966081142
5494,2017-11-22,1.0,1,t4,-7260832542088936050
5495,2017-11-23,0.0,0,t8,4217739683410195859
5496,2017-11-26,0.0,0,t6,3460740508815690581
5497,2017-11-26,0.0,0,t10,-2460066552482855944
5498,2017-11-25,1.0,1,t4,-8532215141333685755
5499,2017-11-25,0.0,0,t2,7141425547513260013
5500,2017-11-25,1.0,1,t3,3239464962301291341
5501,2017-11-25,0.0,0,t5,6015384139009564243
5502,2017-11-25,0.0,0,t3,3380893640355251824
5503,2017-11-23,0.0,0,t8,-4914299634256007949
5504,2017-11-23,1.0,1,t2,-704933442314004402
5505,2017-11-26,0.0,0,t4,-4157680906869866269
5506,2017-11-25,1.0,1,t7,4083368299469870417
5507,2017-11-25,1.0,1,t8,-7601176273057235792
5508,2017-11-25,0.0,0,t1,-404420677117230961
5509,2017-11-24,0.0,0,t7,-7093937238303477113
5510,2017-11-22,0.0,0,t5,-7199646961758914561
5511,2017-11-26,0.0,0,t3,-438118279554457362
5512,2017-11-24,0.0,0,t6,991976464729704110
5513,2017-11-23,1.0,1,t1,-2845950936966191434
5514,2017-11-22,0.0,0,t1,2781696778602014680
5515,2017-11-23,1.0,1,t3,-531950263419287804
5516,2017-11-26,0.0,0,t8,1974329978414496616
5517,2017-11-24,1.0,1,t3,8808270743750353367
5518,2017-11-25,0.0,0,t6,-1290373254695455013
5519,2017-11-24,1.0,1,t9,2896282142101652781
5520,2017-11-25,1.0,1,t5,-624926807728985803
5521,2017-11-25,1.0,1,t4,-3455163232265823155
5522,2017-11-24,1.0,1,t8,5330970477404669927
5523,2017-11-23,1.0,1,t10,456541412578234741
5524,2017-11-24,0.0,0,t10,2399523171431945603
5525,2017-11-25,0.0,0,t2,8977182331970110652
5526,2017-11-23,0.0,0,t1,4478624889618962712
5527,2017-11-25,0.0,0,t10,2659087198872081209
5528,2017-11-23,0.0,0,t1,-1857316307024289312
5529,2017-11-25,0.0,0,t9,-8929029301022358382
5530,2017-11-26,0.0,0,t3,2203671212570286375
5531,2017-11-25,1.0,1,t9,4094809967053749584
5532,2017-11-25,0.0,0,t1,-7614851169479039606
5533,2017-11-25,0.0,0,t5,-3269695643696429495
5534,2017-11-23,0.0,0,t3,-4867195775412732881
5535,2017-11-26,0.0,0,t3,-1813560317581511771
5536,2017-11-24,0.0,0,t9,3130022327180804826
5537,2017-11-25,0.0,0,t4,571826643690439297
5538,2017-11-25,0.0,0,t5,-5607650405030334322
5539,2017-11-25,0.0,0,t8,2916487746222917046
5540,2017-11-23,1.0,1,t4,-835428646945670349
5541,2017-11-24,0.0,0,t9,-7055432574786452570
5542,2017-11-26,0.0,0,t2,-6920511752122208455
5543,2017-11-24,1.0,1,t6,1883514612143556974
5544,2017-11-24,1.0,1,t4,-4192621806668470469
5545,2017-11-24,0.0,0,t2,819292754714176224
5546,2017-11-24,0.0,0,t6,6725171986255705975
5547,2017-11-23,0.0,0,t2,-5342868131945562758
5548,2017-11-22,1.0,1,t6,-7384175051897609238
5549,2017-11-26,1.0,1,t2,2755224833112101189
5550,2017-11-22,0.0,0,t3,-531019341319028794
5551,2017-11-23,1.0,1,t4,1037909712212886467
5552,2017-11-22,1.0,1,t4,-9013148061444849366
5553,2017-11-26,0.0,0,t5,3349881617731051281
5554,2017-11-23,0.0,0,t5,8201932240662884571
5555,2017-11-24,0.0,0,t2,9027496454949505631
5556,2017-11-26,0.0,0,t4,7630867347197044573
5557,2017-11-24,1.0,1,t7,20994160834301809
5558,2017-11-26,0.0,0,t7,-5046184736575429255
5559,2017-11-26,1.0,1,t5,3750831934704781065
5560,2017-11-26,1.0,1,t3,4871241322923685520
5561,2017-11-26,1.0,1,t3,8934500189976385738
5562,2017-11-24,0.0,0,t10,-4751512500966342777
5563,2017-11-22,1.0,1,t9,4891608406442474732
5564,2017-11-22,0.0,0,t2,1253675551113857
5565,2017-11-24,1.0,1,t5,-7933532139548318386
5566,2017-11-23,0.0,0,t6,6205644659981866323
5567,2017-11-22,1.0,1,t3,-8709968763151027458
5568,2017-11-25,0.0,0,t4,5609305114757094022
5569,2017-11-23,0.0,0,t9,-8316563065870496868
5570,2017-11-26,1.0,1,t4,4833054156322936194
5571,2017-11-25,0.0,0,t1,4278256962991997666
5572,2017-11-22,0.0,0,t1,-355564340764009190
5573,2017-11-25,1.0,1,t10,-428082509984144493
5574,2017-11-26,0.0,0,t6,-1322685143803265845
5575,2017-11-26,0.0,0,t1,-1348087015275456168
5576,2017-11-24,0.0,0,t4,-2261918646833960566
5577,2017-11-25,1.0,1,t8,179947643501590860
5578,2017-11-25,1.0,1,t2,5818556053649196625
5579,2017-11-23,0.0,0,t4,5814339565036188882
5580,2017-11-23,0.0,0,t7,1149900660394315701
5581,2017-11-25,0.0,0,t8,-2735948322395533449
5582,2017-11-23,0.0,0,t4,-3010501957592251402
5583,2017-11-26,1.0,1,t4,-855672474278013170
5584,2017-11-24,1.0,1,t9,1351353491919968297
5585,2017-11-22,0.0,0,t5,-143644499098394949
5586,2017-11-22,0.0,0,t4,6288136439392822308
5587,2017-11-26,0.0,0,t5,-6315387173912312389
5588,2017-11-25,0.0,0,t7,8349141064337330131
5589,2017-11-24,0.0,0,t3,4937961884544189568
5590,2017-11-24,1.0,1,t3,7311586181310734026
5591,2017-11-23,0.0,0,t8,-4819991085238874540
5592,2017-11-26,1.0,1,t10,4349069310163128019
5593,2017-11-22,1.0,1,t1,-2236332659088989194
5594,2017-11-23,0.0,0,t3,6731016185020053676
5595,2017-11-24,0.0,0,t10,6177490065830703683
5596,2017-11-23,1.0,1,t3,-2562530648224442271
5597,2017-11-25,0.0,0,t7,857345788801662830
5598,2017-11-25,0.0,0,t7,8999402860722119666
5599,2017-11-26,0.0,0,t1,1069020302578442314
5600,2017-11-26,0.0,0,t3,5638856223725129709
5601,2017-11-22,0.0,0,t4,-2258261196565439354
5602,2017-11-25,0.0,0,t7,24135295958402719
5603,2017-11-25,0.0,0,t1,3034638595723299386
5604,2017-11-26,0.0,0,t7,-8975451371570336338
5605,2017-11-23,0.0,0,t9,174111031627570328
5606,2017-11-25,1.0,1,t6,4831785244432705517
5607,2017-11-23,1.0,1,t5,-5489872409200673382
5608,2017-11-25,0.0,0,t1,3147636303666470516
5609,2017-11-24,0.0,0,t1,494593919235552225
5610,2017-11-25,0.0,0,t9,-6244685458677404527
5611,2017-11-26,0.0,0,t7,-5244214530779800731
5612,2017-11-23,0.0,0,t5,5919028945039264017
5613,2017-11-26,0.0,0,t4,-5884480093403467441
5614,2017-11-22,1.0,1,t6,6479585525669064287
5615,2017-11-26,1.0,1,t10,-6555265447170372933
5616,2017-11-25,0.0,0,t1,1340138953796380966
5617,2017-11-24,1.0,1,t4,-6395309632667243580
5618,2017-11-24,0.0,0,t2,1757957759814906055
5619,2017-11-24,0.0,0,t9,1807293645718238399
5620,2017-11-25,1.0,1,t9,4698138917490905799
5621,2017-11-23,0.0,0,t10,952018169363745175
5622,2017-11-26,1.0,1,t2,6524453734830649734
5623,2017-11-24,1.0,1,t2,3153651948866965545
5624,2017-11-24,0.0,0,t4,1143781890281555950
5625,2017-11-26,0.0,0,t6,-6529219514899813573
5626,2017-11-24,0.0,0,t10,7821112360345910522
5627,2017-11-26,1.0,1,t4,-7093579600595300463
5628,2017-11-24,1.0,1,t5,-2443974809465961405
5629,2017-11-25,0.0,0,t3,-2747834507816366327
5630,2017-11-25,0.0,0,t4,3003456449494819181
5631,2017-11-25,1.0,1,t1,3266442309215071581
5632,2017-11-26,0.0,0,t3,-6021319546382303527
5633,2017-11-26,1.0,1,t1,-633900772947382199
5634,2017-11-24,0.0,0,t2,121634702625476526
5635,2017-11-26,0.0,0,t2,2787229448257045857
5636,2017-11-25,0.0,0,t6,4167666621353081360
5637,2017-11-24,0.0,0,t6,3288706505227802964
5638,2017-11-22,0.0,0,t10,-1516818314141345179
5639,2017-11-23,1.0,1,t6,6186175254721045123
5640,2017-11-22,0.0,0,t10,2011956197950786311
5641,2017-11-24,0.0,0,t10,6317401318616078842
5642,2017-11-24,1.0,1,t3,-6433218381326622022
5643,2017-11-26,0.0,0,t1,-8857144044896171598
5644,2017-11-24,0.0,0,t5,-1585369115119648997
5645,2017-11-24,1.0,1,t2,2211448314236439116
5646,2017-11-24,0.0,0,t9,2337952763142331967
5647,2017-11-24,1.0,1,t6,7799831316845455777
5648,2017-11-25,0.0,0,t3,-3045226552477542541
5649,2017-11-24,1.0,1,t8,-8107004343111658103
5650,2017-11-25,0.0,0,t4,6076460989871579263
5651,2017-11-23,0.0,0,t5,-1715220188760171182
5652,2017-11-24,0.0,0,t3,-8715371460894031062
5653,2017-11-23,0.0,0,t3,285203105664405374
5654,2017-11-23,0.0,0,t5,-3038412276241293166
5655,2017-11-26,1.0,1,t8,5324055682236241964
5656,2017-11-24,1.0,1,t7,2930352547008280897
5657,2017-11-26,1.0,1,t1,-2087279376835980528
5658,2017-11-25,0.0,0,t1,-6862782447363991770
5659,2017-11-24,0.0,0,t6,4809117870421354818
5660,2017-11-26,0.0,0,t3,1303712396757852686
5661,2017-11-25,1.0,1,t6,1551271476266059384
5662,2017-11-25,0.0,0,t6,-1237435456465788287
5663,2017-11-23,1.0,1,t10,2989379252092046394
5664,2017-11-24,0.0,0,t9,-8335554859340653509
5665,2017-11-25,0.0,0,t8,8144306370992931652
5666,2017-11-26,1.0,1,t2,-7816774370576511184
