,date,email_opened,response,treatment_group_key,UUID_hash2
234,2017-11-26,0.0,0,t9,-4924053467746405016
235,2017-11-23,0.0,0,t10,6184960788349413138
236,2017-11-23,0.0,0,t6,3585256094258053681
237,2017-11-23,1.0,1,t10,7379903371614500403
238,2017-11-24,0.0,0,t5,6833697089335668157
239,2017-11-23,0.0,0,t7,3183949848327041684
240,2017-11-25,0.0,0,t1,7153390704745354029
241,2017-11-23,0.0,0,t9,-2616047277477970237
242,2017-11-26,1.0,1,t9,9124035051339872062
243,2017-11-26,0.0,0,t8,-7842429180034705264
244,2017-11-25,0.0,0,t5,2889232613174035266
245,2017-11-25,0.0,0,t10,-8192019421485968088
246,2017-11-26,0.0,0,t10,-2684911518900448162
247,2017-11-25,0.0,0,t5,7297921345621190523
248,2017-11-24,0.0,0,t10,8951768727877072293
249,2017-11-26,1.0,1,t2,9183049730140471658
250,2017-11-25,0.0,0,t5,4116076286042834679
251,2017-11-26,1.0,1,t8,331927165707776107
252,2017-11-24,1.0,1,t5,-7949698634996055804
253,2017-11-24,0.0,0,t2,-7719279016902007657
254,2017-11-24,0.0,0,t2,-163244313225411312
255,2017-11-25,0.0,0,t5,-5175017585697553313
256,2017-11-25,0.0,0,t4,-1673685818913679779
257,2017-11-24,1.0,1,t8,-1742812991593705653
258,2017-11-25,1.0,1,t3,5622298358143258354
259,2017-11-23,0.0,0,t4,-5639713050827942741
260,2017-11-23,0.0,0,t1,-5741930248744253564
261,2017-11-24,0.0,0,t10,1332141585790704312
262,2017-11-22,0.0,0,t9,5020541656315191038
263,2017-11-22,0.0,0,t6,-6404161695734372575
264,2017-11-24,1.0,1,t2,1514757947628078321
265,2017-11-26,0.0,0,t4,7625778479513443387
266,2017-11-24,1.0,1,t1,-2398017871690584829
267,2017-11-25,0.0,0,t8,-719271473467888205
268,2017-11-26,1.0,1,t5,-1932330830840581984
269,2017-11-25,0.0,0,t3,-2418649729810212658
270,2017-11-26,1.0,1,t10,-1429868739036695463
271,2017-11-25,0.0,0,t3,3823339154101017232
272,2017-11-26,0.0,0,t1,2851724831188007009
273,2017-11-26,0.0,0,t1,261641770114659818
274,2017-11-24,1.0,1,t9,1516269165057274901
275,2017-11-25,1.0,1,t3,3921293665542452123
276,2017-11-25,0.0,0,t1,1783793273224155144
277,2017-11-26,1.0,1,t2,-5909662686826520138
278,2017-11-23,1.0,1,t9,-4609418196573388665
279,2017-11-25,0.0,0,t7,-7120449061070002282
280,2017-11-25,0.0,0,t10,-366303433635431649
281,2017-11-26,0.0,0,t8,2756785365752070958
282,2017-11-25,1.0,1,t7,560701048933778816
283,2017-11-22,1.0,1,t10,6343651636699362989
284,2017-11-25,1.0,1,t8,8245135538155771524
285,2017-11-25,0.0,0,t7,-2406504517093278401
286,2017-11-25,1.0,1,t10,-6034112996251182830
287,2017-11-23,1.0,1,t10,-3248465193802114575
288,2017-11-25,0.0,0,t8,-719317175070352495
289,2017-11-26,0.0,0,t1,296225691342716197
290,2017-11-26,1.0,1,t9,3969318651679489831
291,2017-11-24,1.0,1,t10,434751537904361470
292,2017-11-24,0.0,0,t7,-5670452833081078513
293,2017-11-26,0.0,0,t5,-8658277757715191818
294,2017-11-25,0.0,0,t1,-573008330731591335
295,2017-11-23,1.0,1,t4,-3230005795885297906
296,2017-11-24,1.0,1,t5,7026010812944107561
297,2017-11-25,0.0,0,t9,5237031723908293925
298,2017-11-24,0.0,0,t4,8557276371492512976
299,2017-11-26,0.0,0,t5,-4445435345599125031
300,2017-11-23,0.0,0,t7,-2152606811655619535
301,2017-11-25,1.0,1,t6,-3698851768921899347
302,2017-11-25,0.0,0,t5,712765741712098328
303,2017-11-24,0.0,0,t10,1484332427841397923
304,2017-11-26,0.0,0,t4,16574962997025119
305,2017-11-26,0.0,0,t9,-7498055770911841116
306,2017-11-24,0.0,0,t4,7111232534009857589
307,2017-11-24,0.0,0,t10,-648891547239110456
308,2017-11-23,0.0,0,t9,4216928040422737835
309,2017-11-23,0.0,0,t2,-8905137310857468979
310,2017-11-25,0.0,0,t2,7773363283835716031
311,2017-11-26,0.0,0,t10,2140305064096341445
312,2017-11-25,0.0,0,t2,209992047492013204
313,2017-11-22,1.0,1,t7,1176968781427583896
314,2017-11-26,1.0,1,t4,-2903799189150625335
315,2017-11-22,1.0,1,t6,-4328716483242733538
316,2017-11-25,1.0,1,t1,3538144602587990321
317,2017-11-24,0.0,0,t10,7639553918931374139
318,2017-11-23,0.0,0,t3,-1550828751437947421
319,2017-11-26,1.0,1,t2,-5068067435198371995
320,2017-11-22,0.0,0,t1,-73404134965357243
321,2017-11-24,0.0,0,t1,-4767909005002437490
322,2017-11-23,0.0,0,t5,722756808967569258
323,2017-11-23,1.0,1,t1,5051887177526605344
324,2017-11-24,0.0,0,t8,-5863565725800428574
325,2017-11-22,0.0,0,t4,-5751175646088850104
326,2017-11-26,0.0,0,t8,9015429490600991760
327,2017-11-26,1.0,1,t7,970864495206021317
328,2017-11-26,1.0,1,t5,7693042950363861916
329,2017-11-22,0.0,0,t3,-3735985866233398200
330,2017-11-23,0.0,0,t8,-5128532355501354578
331,2017-11-22,1.0,1,t10,2850932239504114947
332,2017-11-26,0.0,0,t10,1649845877473728486
333,2017-11-25,1.0,1,t2,-8951532425076927465
334,2017-11-24,0.0,0,t3,5177484835506002434
335,2017-11-26,0.0,0,t7,-6397823133608535227
336,2017-11-25,1.0,1,t10,-5019961540204761459
337,2017-11-22,1.0,1,t4,506074543429674793
338,2017-11-25,1.0,1,t4,6771623745855077366
339,2017-11-25,0.0,0,t2,3752777073397486602
340,2017-11-26,0.0,0,t2,-4194271534426473903
341,2017-11-26,0.0,0,t8,2164376131391516941
342,2017-11-24,0.0,0,t9,821603646371363017
343,2017-11-24,1.0,1,t7,-5883496456737044811
344,2017-11-25,1.0,1,t1,-7188876488955768500
345,2017-11-26,0.0,0,t8,2581454646970600761
346,2017-11-26,0.0,0,t9,5878028385485946603
347,2017-11-25,0.0,0,t6,-1214867470657594186
348,2017-11-26,0.0,0,t4,4490435600145984313
349,2017-11-23,0.0,0,t4,3477150437487680216
350,2017-11-25,0.0,0,t10,-4690312281853348847
351,2017-11-23,1.0,1,t1,-2207843895213436762
352,2017-11-22,1.0,1,t1,7550588389832666089
353,2017-11-24,0.0,0,t5,-5979679866496350606
354,2017-11-22,0.0,0,t2,5303508022436923344
355,2017-11-26,1.0,1,t9,5719474738212429703
356,2017-11-24,0.0,0,t7,638842122711848847
357,2017-11-26,0.0,0,t9,1480524306761631127
358,2017-11-25,0.0,0,t6,-5200063698435165627
359,2017-11-26,0.0,0,t2,-7048842614895616331
360,2017-11-26,1.0,1,t7,1694539056106089360
361,2017-11-23,0.0,0,t5,-2983585796968573130
362,2017-11-25,0.0,0,t5,1595045086312585173
363,2017-11-24,1.0,1,t5,4730017628805348037
364,2017-11-26,0.0,0,t8,-5409014311009350136
365,2017-11-23,1.0,1,t10,6992035871024647695
366,2017-11-25,0.0,0,t8,7744320340857394494
367,2017-11-23,0.0,0,t7,-3320855498734410830
368,2017-11-25,0.0,0,t5,1575888526823141298
369,2017-11-23,1.0,1,t4,5242483054112902044
370,2017-11-24,1.0,1,t8,-8350117416429820548
371,2017-11-26,0.0,0,t2,3823003566160268484
372,2017-11-26,0.0,0,t5,-6181064073759630584
373,2017-11-23,1.0,1,t7,8732316072855241484
374,2017-11-25,0.0,0,t7,-6888361614217637143
375,2017-11-25,0.0,0,t3,-7347363942449318148
376,2017-11-26,0.0,0,t1,6880719032837322749
377,2017-11-25,0.0,0,t8,-2634715690629468601
378,2017-11-24,0.0,0,t3,4412941772902608672
379,2017-11-25,0.0,0,t1,-7787445558215098662
380,2017-11-22,0.0,0,t3,-4308886789282108450
381,2017-11-23,0.0,0,t5,-8604252608850123461
382,2017-11-22,0.0,0,t3,-1981043599910026113
383,2017-11-22,0.0,0,t4,-1024968994813234590
384,2017-11-26,1.0,1,t2,7100677055271074351
385,2017-11-24,1.0,1,t1,-3946436507557950028
386,2017-11-26,0.0,0,t5,-3370978266364623666
387,2017-11-26,1.0,1,t5,3133374748561082012
388,2017-11-24,0.0,0,t2,732539024977187824
389,2017-11-23,1.0,1,t5,-5495669868722877060
390,2017-11-22,1.0,1,t9,1206954877961527395
391,2017-11-25,0.0,0,t9,7495931023826208384
392,2017-11-24,0.0,0,t3,8080079800909021386
393,2017-11-24,0.0,0,t2,6152580248193685471
394,2017-11-22,1.0,1,t10,2916074628123665539
395,2017-11-25,0.0,0,t5,-8623807890826527643
396,2017-11-25,1.0,1,t5,5867031428839523698
397,2017-11-23,1.0,1,t2,7874812587648098956
398,2017-11-23,1.0,1,t2,-444866009405467286
399,2017-11-24,1.0,1,t4,7471210743740323602
400,2017-11-25,0.0,0,t9,-7567884495398440948
401,2017-11-26,1.0,1,t3,6665561038433453920
402,2017-11-24,0.0,0,t7,441033389649695098
403,2017-11-24,0.0,0,t1,-6874183227572602442
404,2017-11-23,0.0,0,t8,8852620434637713145
405,2017-11-26,0.0,0,t7,1425862318428129560
406,2017-11-25,0.0,0,t4,8713715729184334322
407,2017-11-23,1.0,1,t3,-7261736061307125507
408,2017-11-25,1.0,1,t3,6685374402991170508
409,2017-11-23,0.0,0,t6,6573460039452675650
410,2017-11-26,1.0,1,t8,-4566620950324161036
411,2017-11-24,0.0,0,t6,-935024060276616329
412,2017-11-22,1.0,1,t3,-1940357264756062879
413,2017-11-25,0.0,0,t5,-2417263267046665203
414,2017-11-26,0.0,0,t2,4783649471760397776
415,2017-11-22,0.0,0,t6,4478538434015985432
416,2017-11-26,0.0,0,t3,-6678765551142665250
417,2017-11-22,0.0,0,t6,-8760610277536773239
418,2017-11-24,0.0,0,t5,-934840888958863543
419,2017-11-23,0.0,0,t4,2159663040813729054
420,2017-11-25,1.0,1,t4,-351904225615595996
421,2017-11-24,0.0,0,t7,6244259901931955714
422,2017-11-26,0.0,0,t7,-133192159281106394
423,2017-11-26,0.0,0,t8,-6406241440019464776
424,2017-11-25,1.0,1,t6,6392255282590368325
425,2017-11-26,0.0,0,t4,-4022146257291089255
426,2017-11-26,0.0,0,t2,-6800427554773048783
427,2017-11-23,1.0,1,t9,834508611038357443
428,2017-11-26,0.0,0,t2,223230577968581212
429,2017-11-24,0.0,0,t9,-1178335584040838464
430,2017-11-26,1.0,1,t7,-791117340168055626
431,2017-11-23,1.0,1,t6,-143002167042417672
432,2017-11-22,1.0,1,t8,-1081166239147393005
433,2017-11-22,0.0,0,t5,-7705412596662263896
434,2017-11-24,1.0,1,t7,648144031069597451
435,2017-11-26,0.0,0,t7,2440005389433896690
436,2017-11-25,0.0,0,t3,-4455592880100096971
437,2017-11-25,0.0,0,t1,-6139443748024107289
438,2017-11-26,0.0,0,t6,8763509042315082970
439,2017-11-25,1.0,1,t2,6512200119446160175
440,2017-11-25,,0,t4,-5416227216854689976
441,2017-11-23,0.0,0,t3,736362994624867201
442,2017-11-25,1.0,1,t2,3154805280383571783
443,2017-11-24,1.0,1,t1,-5679618773458509353
444,2017-11-24,1.0,1,t9,2021346558702928920
445,2017-11-25,0.0,0,t3,5750743799344514330
446,2017-11-26,1.0,1,t5,5272365550287010416
447,2017-11-23,0.0,0,t1,-2413273210277685959
448,2017-11-25,0.0,0,t5,-6016038910855623400
449,2017-11-25,0.0,0,t8,-3794559048040768156
450,2017-11-22,1.0,1,t8,6606722815300008380
451,2017-11-26,0.0,0,t7,-5513944092151778832
452,2017-11-24,1.0,1,t9,-7073081138628731502
453,2017-11-24,0.0,0,t1,-8833090008008419015
454,2017-11-26,0.0,0,t9,1750785528152306960
455,2017-11-23,0.0,0,t1,-3101009439667834862
456,2017-11-25,0.0,0,t3,-7623815286028993029
457,2017-11-22,1.0,1,t5,4938350712777981748
458,2017-11-26,0.0,0,t5,999114174643692266
459,2017-11-26,0.0,0,t4,-1831243962569651298
460,2017-11-24,1.0,1,t3,5386532907218054830
461,2017-11-25,0.0,0,t3,5842804725307596610
462,2017-11-23,0.0,0,t9,5670430710973770961
463,2017-11-24,0.0,0,t10,-9189618685773943192
464,2017-11-26,0.0,0,t8,2446986366959132409
465,2017-11-26,1.0,1,t6,2842640356929239144
466,2017-11-26,,0,t8,5015546982456808236
467,2017-11-25,0.0,0,t8,-4173918576160746609
468,2017-11-26,0.0,0,t10,2675117514200849638
469,2017-11-25,1.0,1,t9,1299542434165470592
470,2017-11-23,0.0,0,t2,9194445757823101987
471,2017-11-22,0.0,0,t5,1286878281935056292
472,2017-11-26,1.0,1,t1,-8666657192727963619
473,2017-11-25,0.0,0,t2,-1831777612283987240
474,2017-11-22,0.0,0,t2,-8749005509683656917
475,2017-11-24,1.0,1,t7,306736337936389546
476,2017-11-26,1.0,1,t4,359091831716378784
477,2017-11-26,1.0,1,t10,-8140101024503786101
478,2017-11-23,1.0,1,t10,-7309658568663368890
479,2017-11-26,1.0,1,t10,5237378084705921113
480,2017-11-22,0.0,0,t5,4632319429866689223
481,2017-11-23,1.0,1,t1,8360907111796063555
482,2017-11-25,0.0,0,t7,8744483550056650041
483,2017-11-24,0.0,0,t1,-4150363613128469288
484,2017-11-26,0.0,0,t2,3388075682883038582
485,2017-11-23,0.0,0,t6,-6029514637641792661
486,2017-11-23,0.0,0,t3,4345547331366012270
487,2017-11-25,0.0,0,t10,5452746122640044547
488,2017-11-25,1.0,1,t7,-5995182530163778050
489,2017-11-22,1.0,1,t2,5279764703791824300
490,2017-11-25,0.0,0,t1,-2389763643335002466
491,2017-11-22,0.0,0,t1,2779112550604585602
492,2017-11-24,0.0,0,t3,3928613670816026547
493,2017-11-25,0.0,0,t3,-5446520534402362386
494,2017-11-22,0.0,0,t9,-3468091058974095109
495,2017-11-26,0.0,0,t3,2092469808833669356
496,2017-11-23,1.0,1,t5,185496141122070753
497,2017-11-26,1.0,1,t7,4455190340622706082
498,2017-11-26,0.0,0,t1,7690858194436670078
499,2017-11-26,0.0,0,t8,7800640306179533480
500,2017-11-22,0.0,0,t10,5348954032162063571
501,2017-11-25,0.0,0,t8,175966333236395380
502,2017-11-25,1.0,1,t4,-1356158427915752439
503,2017-11-25,0.0,0,t10,-7644690122396934913
504,2017-11-23,0.0,0,t8,4772563127420214478
505,2017-11-25,1.0,1,t10,-2655076595072144863
506,2017-11-26,0.0,0,t1,4637666480536125392
507,2017-11-24,0.0,0,t2,-3064011354480467637
508,2017-11-22,1.0,1,t2,-3213709692285525510
509,2017-11-25,1.0,1,t3,7465489450529069351
510,2017-11-24,0.0,0,t10,34100182362948792
511,2017-11-23,0.0,0,t2,5230392253993820301
512,2017-11-26,1.0,1,t4,-9083814595292416636
513,2017-11-26,0.0,0,t3,-7771191284485465485
514,2017-11-24,0.0,0,t6,7910845993049488939
515,2017-11-24,1.0,1,t5,8661251790123940383
516,2017-11-26,0.0,0,t9,2940173744071670288
517,2017-11-25,1.0,1,t7,7695227674043598303
518,2017-11-25,0.0,0,t8,4869269212979696225
519,2017-11-24,0.0,0,t4,7689673220408294819
520,2017-11-22,0.0,0,t4,6160304406742434380
521,2017-11-22,1.0,1,t3,1079942502704043781
522,2017-11-23,0.0,0,t5,-3580115996157582907
523,2017-11-24,1.0,1,t10,-8932136201991822603
524,2017-11-25,1.0,1,t1,2344132779175353099
525,2017-11-24,1.0,1,t1,28427460995044874
526,2017-11-26,0.0,0,t9,8772760929137993767
